SalesOrderId,SalesOrderNo,creationDate,channel,Mode of payment,customerId,StoreID,terminalID,returnOrderId,recordType,,
24932,S23031,1/4/2019,Direct selling,Googlepay,C000012562,0,23231,,Contract Purchase Orders (CPO),,
24933,S23032,6/4/2019,Direct selling,Googlepay,C000012563,0,23232,,Contract Purchase Orders (CPO),,
24934,S23033,10/4/2019,Direct selling,Googlepay,C000012564,0,23233,,Contract Purchase Orders (CPO),,
24935,S23034,10/5/2019,Direct selling,Googlepay,C000012565,0,23234,,Contract Purchase Orders (CPO),,
24936,S23035,17/5/2019,Direct selling,Googlepay,C000012566,0,23235,,Contract Purchase Orders (CPO),,
24937,S23036,20/5/2019,Direct selling,Googlepay,C000012567,0,23236,,Contract Purchase Orders (CPO),,
24938,S23037,22/5/2019,Direct selling,Googlepay,C000012568,0,23237,,Contract Purchase Orders (CPO),,
24939,S23038,23/5/2019,Direct selling,Googlepay,C000012569,0,23238,,Contract Purchase Orders (CPO),,
24940,S23039,24/5/2019,Direct selling,Googlepay,C000012570,0,23239,,Contract Purchase Orders (CPO),,
24941,S23040,10/6/2019,Direct selling,Googlepay,C000012571,0,23240,,Contract Purchase Orders (CPO),,
24942,S23041,14/6/2019,Direct selling,Googlepay,C000012572,0,23241,,Contract Purchase Orders (CPO),,
24943,S23042,18/6/2019,Direct selling,Googlepay,C000012573,0,23242,,Contract Purchase Orders (CPO),,
24944,S23043,10/1/2019,Direct selling,Googlepay,C000012574,0,23243,,Contract Purchase Orders (CPO),,
24945,S23044,14/1/2019,Direct selling,Googlepay,C000012575,0,23244,,Contract Purchase Orders (CPO),,
24946,S23045,2/2/2019,Direct selling,Googlepay,C000012576,0,23245,,Contract Purchase Orders (CPO),,
24947,S23046,10/2/2019,Direct selling,Googlepay,C000012577,0,23246,,Contract Purchase Orders (CPO),,
24948,S23047,27/2/2019,Direct selling,Googlepay,C000012578,0,23247,,Contract Purchase Orders (CPO),,
24949,S23048,15/3/2019,Direct selling,Googlepay,C000012579,0,23248,,Contract Purchase Orders (CPO),,
24950,S23049,28/3/2019,Direct selling,Googlepay,C000012580,0,23249,,Contract Purchase Orders (CPO),,
24951,S23050,29/3/2019,Direct selling,Googlepay,C000012581,0,23250,,Contract Purchase Orders (CPO),,
24952,S23051,1/4/2019,Direct selling,Googlepay,C000012582,0,23251,,Contract Purchase Orders (CPO),,
24953,S23052,6/4/2019,Direct selling,Googlepay,C000012583,0,23252,,Contract Purchase Orders (CPO),,
24954,S23053,10/4/2019,Direct selling,Googlepay,C000012584,0,23253,,Contract Purchase Orders (CPO),,
24955,S23054,10/5/2019,Direct selling,Googlepay,C000012585,0,23254,,Contract Purchase Orders (CPO),,
24956,S23055,17/5/2019,Direct selling,Googlepay,C000012586,0,23255,,Contract Purchase Orders (CPO),,
24957,S23056,20/5/2019,Direct selling,Googlepay,C000012587,0,23256,,Contract Purchase Orders (CPO),,
24958,S23057,22/5/2019,Direct selling,Googlepay,C000012588,0,23257,,Contract Purchase Orders (CPO),,
24959,S23058,23/5/2019,Direct selling,Googlepay,C000012589,0,23258,,Contract Purchase Orders (CPO),,
24960,S23059,24/5/2019,Direct selling,Googlepay,C000012590,0,23259,,Contract Purchase Orders (CPO),,
24961,S23060,10/6/2019,Direct selling,Googlepay,C000012591,0,23260,,Contract Purchase Orders (CPO),,
24962,S23061,14/6/2019,Direct selling,Googlepay,C000012592,0,23261,,Contract Purchase Orders (CPO),,
24963,S23062,18/6/2019,Direct selling,Googlepay,C000012593,0,23262,,Contract Purchase Orders (CPO),,
24964,S23063,10/1/2019,Direct selling,Googlepay,C000012594,0,23263,,Contract Purchase Orders (CPO),,
24965,S23064,14/1/2019,Direct selling,Googlepay,C000012595,0,23264,,Contract Purchase Orders (CPO),,
24966,S23065,2/2/2019,Direct selling,Googlepay,C000012596,0,23265,,Contract Purchase Orders (CPO),,
24967,S23066,10/2/2019,Direct selling,Googlepay,C000012597,0,23266,,Contract Purchase Orders (CPO),,
24968,S23067,27/2/2019,Direct selling,Googlepay,C000012598,0,23267,,Contract Purchase Orders (CPO),,
24969,S23068,15/3/2019,Direct selling,Googlepay,C000012599,0,23268,,Contract Purchase Orders (CPO),,
24970,S23069,28/3/2019,Direct selling,Googlepay,C000012600,0,23269,,Contract Purchase Orders (CPO),,
24971,S23070,29/3/2019,Direct selling,Googlepay,C000012601,0,23270,,Contract Purchase Orders (CPO),,
24972,S23071,1/4/2019,Direct selling,Googlepay,C000012602,0,23271,,Contract Purchase Orders (CPO),,
24973,S23072,6/4/2019,Direct selling,Googlepay,C000012603,0,23272,,Contract Purchase Orders (CPO),,
24974,S23073,10/4/2019,Direct selling,Googlepay,C000012604,0,23273,,Contract Purchase Orders (CPO),,
24975,S23074,10/5/2019,Direct selling,Googlepay,C000012605,0,23274,,Contract Purchase Orders (CPO),,
24976,S23075,17/5/2019,Direct selling,Googlepay,C000012606,0,23275,,Contract Purchase Orders (CPO),,
24977,S23076,20/5/2019,Direct selling,Googlepay,C000012607,0,23276,,Contract Purchase Orders (CPO),,
24978,S23077,22/5/2019,Direct selling,Googlepay,C000012608,0,23277,,Contract Purchase Orders (CPO),,
24979,S23078,23/5/2019,Direct selling,Googlepay,C000012609,0,23278,,Contract Purchase Orders (CPO),,
24980,S23079,24/5/2019,Direct selling,Googlepay,C000012610,0,23279,,Contract Purchase Orders (CPO),,
24981,S23080,10/6/2019,Direct selling,Googlepay,C000012611,0,23280,,Contract Purchase Orders (CPO),,
24982,S23081,14/6/2019,Direct selling,Googlepay,C000012612,0,23281,,Contract Purchase Orders (CPO),,
24983,S23082,18/6/2019,Direct selling,Googlepay,C000012613,0,23282,,Contract Purchase Orders (CPO),,
24984,S23083,10/1/2019,Direct selling,Googlepay,C000012614,0,23283,,Contract Purchase Orders (CPO),,
24985,S23084,14/1/2019,Direct selling,Googlepay,C000012615,0,23284,,Contract Purchase Orders (CPO),,
24986,S23085,2/2/2019,Direct selling,Googlepay,C000012616,0,23285,,Contract Purchase Orders (CPO),,
24987,S23086,10/2/2019,Direct selling,Googlepay,C000012617,0,23286,,Contract Purchase Orders (CPO),,
24988,S23087,27/2/2019,Direct selling,Googlepay,C000012618,0,23287,,Contract Purchase Orders (CPO),,
24989,S23088,15/3/2019,Direct selling,Googlepay,C000012619,0,23288,,Contract Purchase Orders (CPO),,
24990,S23089,28/3/2019,Direct selling,Googlepay,C000012620,0,23289,,Contract Purchase Orders (CPO),,
24991,S23090,29/3/2019,Direct selling,Googlepay,C000012621,0,23290,,Contract Purchase Orders (CPO),,
24992,S23091,1/4/2019,Direct selling,Googlepay,C000012622,0,23291,,Contract Purchase Orders (CPO),,
24993,S23092,6/4/2019,Direct selling,Googlepay,C000012623,0,23292,,Contract Purchase Orders (CPO),,
24994,S23093,10/4/2019,Direct selling,Googlepay,C000012624,0,23293,,Contract Purchase Orders (CPO),,
24995,S23094,10/5/2019,Direct selling,Googlepay,C000012625,0,23294,,Contract Purchase Orders (CPO),,
24996,S23095,17/5/2019,Direct selling,Googlepay,C000012626,0,23295,,Contract Purchase Orders (CPO),,
24997,S23096,20/5/2019,Direct selling,Googlepay,C000012627,0,23296,,Contract Purchase Orders (CPO),,
24998,S23097,22/5/2019,Direct selling,Googlepay,C000012628,0,23297,,Contract Purchase Orders (CPO),,
24999,S23098,23/5/2019,Direct selling,Googlepay,C000012629,0,23298,,Contract Purchase Orders (CPO),,
25000,S23099,24/5/2019,Direct selling,Googlepay,C000012630,0,23299,,Contract Purchase Orders (CPO),,
25001,S23100,10/6/2019,Direct selling,Googlepay,C000012631,0,23300,,Contract Purchase Orders (CPO),,
25002,S23101,14/6/2019,Direct selling,Googlepay,C000012632,0,23301,,Contract Purchase Orders (CPO),,
25003,S23102,18/6/2019,Direct selling,Googlepay,C000012633,0,23302,,Contract Purchase Orders (CPO),,
25004,S23103,10/1/2019,Direct selling,Googlepay,C000012634,0,23303,,Contract Purchase Orders (CPO),,
25005,S23104,14/1/2019,Direct selling,Googlepay,C000012635,0,23304,,Contract Purchase Orders (CPO),,
25006,S23105,2/2/2019,Direct selling,Googlepay,C000012636,0,23305,,Contract Purchase Orders (CPO),,
25007,S23106,10/2/2019,Direct selling,Googlepay,C000012637,0,23306,,Contract Purchase Orders (CPO),,
25008,S23107,27/2/2019,Direct selling,Googlepay,C000012638,0,23307,,Contract Purchase Orders (CPO),,
25009,S23108,15/3/2019,Direct selling,Googlepay,C000012639,0,23308,,Contract Purchase Orders (CPO),,
25010,S23109,28/3/2019,Direct selling,Googlepay,C000012640,0,23309,,Contract Purchase Orders (CPO),,
25011,S23110,29/3/2019,Direct selling,Googlepay,C000012641,0,23310,,Contract Purchase Orders (CPO),,
25012,S23111,1/4/2019,Direct selling,Googlepay,C000012642,0,23311,,Contract Purchase Orders (CPO),,
25013,S23112,6/4/2019,Direct selling,Googlepay,C000012643,0,23312,,Contract Purchase Orders (CPO),,
25014,S23113,10/4/2019,Direct selling,Googlepay,C000012644,0,23313,,Contract Purchase Orders (CPO),,
25015,S23114,10/5/2019,Direct selling,Googlepay,C000012645,0,23314,,Contract Purchase Orders (CPO),,
25016,S23115,17/5/2019,Direct selling,Googlepay,C000012646,0,23315,,Contract Purchase Orders (CPO),,
25017,S23116,20/5/2019,Direct selling,Googlepay,C000012647,0,23316,,Contract Purchase Orders (CPO),,
25018,S23117,22/5/2019,Direct selling,Googlepay,C000012648,0,23317,,Contract Purchase Orders (CPO),,
25019,S23118,23/5/2019,Direct selling,Googlepay,C000012649,0,23318,,Contract Purchase Orders (CPO),,
25020,S23119,24/5/2019,Direct selling,Googlepay,C000012650,0,23319,,Contract Purchase Orders (CPO),,
25021,S23120,10/6/2019,Direct selling,Googlepay,C000012651,0,23320,,Contract Purchase Orders (CPO),,
25022,S23121,14/6/2019,Direct selling,Googlepay,C000012652,0,23321,,Contract Purchase Orders (CPO),,
25023,S23122,18/6/2019,Direct selling,Googlepay,C000012653,0,23322,,Contract Purchase Orders (CPO),,
25024,S23123,10/1/2019,Direct selling,Googlepay,C000012654,0,23323,,Contract Purchase Orders (CPO),,
25025,S23124,14/1/2019,Direct selling,Googlepay,C000012655,0,23324,,Contract Purchase Orders (CPO),,
25026,S23125,2/2/2019,Direct selling,Googlepay,C000012656,0,23325,,Contract Purchase Orders (CPO),,
25027,S23126,10/2/2019,Direct selling,Googlepay,C000012657,0,23326,,Contract Purchase Orders (CPO),,
25028,S23127,27/2/2019,Direct selling,Googlepay,C000012658,0,23327,,Contract Purchase Orders (CPO),,
25029,S23128,15/3/2019,Direct selling,Googlepay,C000012659,0,23328,,Contract Purchase Orders (CPO),,
25030,S23129,28/3/2019,Direct selling,Googlepay,C000012660,0,23329,,Contract Purchase Orders (CPO),,
25031,S23130,29/3/2019,Direct selling,Googlepay,C000012661,0,23330,,Contract Purchase Orders (CPO),,
25032,S23131,1/4/2019,Direct selling,Googlepay,C000012662,0,23331,,Contract Purchase Orders (CPO),,
25033,S23132,6/4/2019,Direct selling,Googlepay,C000012663,0,23332,,Contract Purchase Orders (CPO),,
25034,S23133,10/4/2019,Direct selling,Googlepay,C000012664,0,23333,,Contract Purchase Orders (CPO),,
25035,S23134,10/5/2019,Direct selling,Googlepay,C000012665,0,23334,,Contract Purchase Orders (CPO),,
25036,S23135,17/5/2019,Direct selling,Googlepay,C000012666,0,23335,,Contract Purchase Orders (CPO),,
25037,S23136,20/5/2019,Direct selling,Googlepay,C000012667,0,23336,,Contract Purchase Orders (CPO),,
25038,S23137,22/5/2019,Direct selling,Googlepay,C000012668,0,23337,,Contract Purchase Orders (CPO),,
25039,S23138,23/5/2019,Direct selling,Googlepay,C000012669,0,23338,,Contract Purchase Orders (CPO),,
25040,S23139,24/5/2019,Direct selling,Googlepay,C000012670,0,23339,,Contract Purchase Orders (CPO),,
25041,S23140,10/6/2019,Direct selling,Googlepay,C000012671,0,23340,,Contract Purchase Orders (CPO),,
25042,S23141,14/6/2019,Direct selling,Googlepay,C000012672,0,23341,,Contract Purchase Orders (CPO),,
25043,S23142,18/6/2019,Direct selling,Googlepay,C000012673,0,23342,,Contract Purchase Orders (CPO),,
25044,S23143,10/1/2019,Direct selling,Googlepay,C000012674,0,23343,,Contract Purchase Orders (CPO),,
25045,S23144,14/1/2019,Direct selling,Googlepay,C000012675,0,23344,,Contract Purchase Orders (CPO),,
25046,S23145,2/2/2019,Direct selling,Googlepay,C000012676,0,23345,,Contract Purchase Orders (CPO),,
25047,S23146,10/2/2019,Direct selling,Googlepay,C000012677,0,23346,,Contract Purchase Orders (CPO),,
25048,S23147,27/2/2019,Direct selling,Googlepay,C000012678,0,23347,,Contract Purchase Orders (CPO),,
25049,S23148,15/3/2019,Direct selling,Googlepay,C000012679,0,23348,,Contract Purchase Orders (CPO),,
25050,S23149,28/3/2019,Direct selling,Googlepay,C000012680,0,23349,,Contract Purchase Orders (CPO),,
25051,S23150,29/3/2019,Direct selling,Googlepay,C000012681,0,23350,,Contract Purchase Orders (CPO),,
25052,S23151,1/4/2019,Direct selling,Googlepay,C000012682,0,23351,,Contract Purchase Orders (CPO),,
25053,S23152,6/4/2019,Direct selling,Googlepay,C000012683,0,23352,,Contract Purchase Orders (CPO),,
25054,S23153,10/4/2019,Direct selling,Googlepay,C000012684,0,23353,,Contract Purchase Orders (CPO),,
25055,S23154,10/5/2019,Direct selling,Googlepay,C000012685,0,23354,,Contract Purchase Orders (CPO),,
25056,S23155,17/5/2019,Direct selling,Googlepay,C000012686,0,23355,,Contract Purchase Orders (CPO),,
25057,S23156,20/5/2019,Direct selling,Googlepay,C000012687,0,23356,,Contract Purchase Orders (CPO),,
25058,S23157,22/5/2019,Direct selling,Googlepay,C000012688,0,23357,,Contract Purchase Orders (CPO),,
25059,S23158,23/5/2019,Direct selling,Googlepay,C000012689,0,23358,,Contract Purchase Orders (CPO),,
25060,S23159,24/5/2019,Direct selling,Googlepay,C000012690,0,23359,,Contract Purchase Orders (CPO),,
25061,S23160,10/6/2019,Direct selling,Googlepay,C000012691,0,23360,,Contract Purchase Orders (CPO),,
25062,S23161,14/6/2019,Direct selling,Googlepay,C000012692,0,23361,,Contract Purchase Orders (CPO),,
25063,S23162,18/6/2019,Direct selling,Googlepay,C000012693,0,23362,,Contract Purchase Orders (CPO),,
25064,S23163,10/1/2019,Direct selling,Googlepay,C000012694,0,23363,,Contract Purchase Orders (CPO),,
25065,S23164,14/1/2019,Direct selling,Googlepay,C000012695,0,23364,,Contract Purchase Orders (CPO),,
25066,S23165,2/2/2019,Direct selling,Googlepay,C000012696,0,23365,,Contract Purchase Orders (CPO),,
25067,S23166,10/2/2019,Direct selling,Googlepay,C000012697,0,23366,,Contract Purchase Orders (CPO),,
25068,S23167,27/2/2019,Direct selling,Googlepay,C000012698,0,23367,,Contract Purchase Orders (CPO),,
25069,S23168,15/3/2019,Direct selling,Googlepay,C000012699,0,23368,,Contract Purchase Orders (CPO),,
25070,S23169,28/3/2019,Direct selling,Googlepay,C000012700,0,23369,,Contract Purchase Orders (CPO),,
25071,S23170,29/3/2019,Direct selling,Googlepay,C000012701,0,23370,,Contract Purchase Orders (CPO),,
25072,S23171,1/4/2019,Direct selling,Googlepay,C000012702,0,23371,,Contract Purchase Orders (CPO),,
25073,S23172,6/4/2019,Direct selling,Googlepay,C000012703,0,23372,,Contract Purchase Orders (CPO),,
25074,S23173,10/4/2019,Direct selling,Googlepay,C000012704,0,23373,,Contract Purchase Orders (CPO),,
25075,S23174,10/5/2019,Direct selling,Googlepay,C000012705,0,23374,,Contract Purchase Orders (CPO),,
25076,S23175,17/5/2019,Direct selling,Googlepay,C000012706,0,23375,,Contract Purchase Orders (CPO),,
25077,S23176,20/5/2019,Direct selling,Googlepay,C000012707,0,23376,,Contract Purchase Orders (CPO),,
25078,S23177,22/5/2019,Direct selling,Googlepay,C000012708,0,23377,,Contract Purchase Orders (CPO),,
25079,S23178,23/5/2019,Direct selling,Googlepay,C000012709,0,23378,,Contract Purchase Orders (CPO),,
25080,S23179,24/5/2019,Direct selling,Googlepay,C000012710,0,23379,,Contract Purchase Orders (CPO),,
25081,S23180,10/6/2019,Direct selling,Googlepay,C000012711,0,23380,,Contract Purchase Orders (CPO),,
25082,S23181,14/6/2019,Direct selling,Googlepay,C000012712,0,23381,,Contract Purchase Orders (CPO),,
25083,S23182,18/6/2019,Direct selling,Googlepay,C000012713,0,23382,,Contract Purchase Orders (CPO),,
25084,S23183,10/1/2019,Direct selling,Googlepay,C000012714,0,23383,,Contract Purchase Orders (CPO),,
25085,S23184,14/1/2019,Direct selling,Googlepay,C000012715,0,23384,,Contract Purchase Orders (CPO),,
25086,S23185,2/2/2019,Direct selling,Googlepay,C000012716,0,23385,,Contract Purchase Orders (CPO),,
25087,S23186,10/2/2019,Direct selling,Googlepay,C000012717,0,23386,,Contract Purchase Orders (CPO),,
25088,S23187,27/2/2019,Direct selling,Googlepay,C000012718,0,23387,,Contract Purchase Orders (CPO),,
25089,S23188,15/3/2019,Direct selling,Googlepay,C000012719,0,23388,,Contract Purchase Orders (CPO),,
25090,S23189,28/3/2019,Direct selling,Googlepay,C000012720,0,23389,,Contract Purchase Orders (CPO),,
25091,S23190,29/3/2019,Direct selling,Googlepay,C000012721,0,23390,,Contract Purchase Orders (CPO),,
25092,S23191,1/4/2019,Direct selling,Googlepay,C000012722,0,23391,,Contract Purchase Orders (CPO),,
25093,S23192,6/4/2019,Direct selling,Googlepay,C000012723,0,23392,,Contract Purchase Orders (CPO),,
25094,S23193,10/4/2019,Direct selling,Googlepay,C000012724,0,23393,,Contract Purchase Orders (CPO),,
25095,S23194,10/5/2019,Direct selling,Googlepay,C000012725,0,23394,,Contract Purchase Orders (CPO),,
25096,S23195,17/5/2019,Direct selling,Googlepay,C000012726,0,23395,,Contract Purchase Orders (CPO),,
25097,S23196,20/5/2019,Direct selling,Googlepay,C000012727,0,23396,,Contract Purchase Orders (CPO),,
25098,S23197,22/5/2019,Direct selling,Googlepay,C000012728,0,23397,,Contract Purchase Orders (CPO),,
25099,S23198,23/5/2019,Direct selling,Googlepay,C000012729,0,23398,,Contract Purchase Orders (CPO),,
25100,S23199,24/5/2019,Direct selling,Googlepay,C000012730,0,23399,,Contract Purchase Orders (CPO),,
25101,S23200,10/6/2019,Direct selling,Googlepay,C000012731,0,23400,,Contract Purchase Orders (CPO),,
25102,S23201,14/6/2019,Direct selling,Googlepay,C000012732,0,23401,,Contract Purchase Orders (CPO),,
25103,S23202,18/6/2019,Direct selling,Googlepay,C000012733,0,23402,,Contract Purchase Orders (CPO),,
25104,S23203,10/1/2019,Direct selling,Googlepay,C000012734,0,23403,,Contract Purchase Orders (CPO),,
25105,S23204,14/1/2019,Direct selling,Googlepay,C000012735,0,23404,,Contract Purchase Orders (CPO),,
25106,S23205,2/2/2019,Direct selling,Googlepay,C000012736,0,23405,,Contract Purchase Orders (CPO),,
25107,S23206,10/2/2019,Direct selling,Googlepay,C000012737,0,23406,,Contract Purchase Orders (CPO),,
25108,S23207,27/2/2019,Direct selling,Googlepay,C000012738,0,23407,,Contract Purchase Orders (CPO),,
25109,S23208,15/3/2019,Direct selling,Googlepay,C000012739,0,23408,,Contract Purchase Orders (CPO),,
25110,S23209,28/3/2019,Direct selling,Googlepay,C000012740,0,23409,,Contract Purchase Orders (CPO),,
25111,S23210,29/3/2019,Direct selling,Googlepay,C000012741,0,23410,,Contract Purchase Orders (CPO),,
25112,S23211,1/4/2019,Direct selling,Googlepay,C000012742,0,23411,,Contract Purchase Orders (CPO),,
25113,S23212,6/4/2019,Direct selling,Googlepay,C000012743,0,23412,,Contract Purchase Orders (CPO),,
25114,S23213,10/4/2019,Direct selling,Googlepay,C000012744,0,23413,,Contract Purchase Orders (CPO),,
25115,S23214,10/5/2019,Direct selling,Googlepay,C000012745,0,23414,,Contract Purchase Orders (CPO),,
